cluster_name,YEAR,weighted_count,count,percent,rel_percent
Large grandfamily,2011,509451,5605,0.44303708688394605,0.6768702021401614
Large grandfamily,2016,554100,5901,0.4661918840410074,0.7122460040678228
Large grandfamily,2021,517752,5345,0.4059500195796132,0.6202087363481444
Large grandfamily,2023,541294,5545,0.41217615829104465,0.6297210049435346
Many roommates,1900,142814,1424,0.8827093206697154,1
Many roommates,1910,204194,2036,1.0029813292633951,1.1362532441624484
Many roommates,1920,133069.6,1322,0.5467821589547776,0.6194362585181853
Many roommates,1930,135463.1,1342,0.4555655136720176,0.5160991313951212
Many roommates,1940,NA,NA,NA,NA
Many roommates,1950,NA,NA,NA,NA
Many roommates,1960,NA,NA,NA,NA
Many roommates,1970,NA,NA,NA,NA
Many roommates,1980,38500,385,0.047848971247118184,0.054206940072656036
Many roommates,1990,72727,716,0.07930249136986905,0.08983987085318404
Many roommates,2000,81853,794,0.07760343511696087,0.0879150511949764
Many roommates,2006,68853,543,0.06168759863706181,0.0698843857117756
Many roommates,2011,67320,593,0.05854391627266852,0.06632298413735
Many roommates,2016,70900,676,0.05965169568400546,0.06757796058927695
Many roommates,2021,87542,751,0.06863841494390846,0.07775879707697228
Many roommates,2023,99729,825,0.07594009187282251,0.08603068993902367
Nuclear family,1900,9744627,97165,60.229900985546,1
Nuclear family,1910,12609823,125733,61.93824027305471,1.028363640974915
Nuclear family,1920,15779889.120000001,156219,64.83946627254163,1.0765328385331703
Nuclear family,1930,19196038.999999996,190157,64.55671963437335,1.0718383822325344
Nuclear family,1940,22056426,223645,63.83235936553782,1.0598117931632718
Nuclear family,1950,29317404,307396,66.88099070741853,1.110428368850692
Nuclear family,1960,35975967,361142,68.14168665262123,1.131359765458919
Nuclear family,1970,41047300,410473,64.69602688253391,1.074151307305979
Nuclear family,1980,46347000,463470,57.601461568576276,0.9563598914499212
Nuclear family,1990,47920718,500361,52.25339042766688,0.8675656040046732
Nuclear family,2000,51169438,524208,48.512872610708854,0.8054616032384146
Nuclear family,2006,51650911,579441,46.27569847365549,0.7683176913201426
Nuclear family,2011,51455255,565145,44.747357999239576,0.742942579466934
Nuclear family,2016,52461834,579587,44.13874974319903,0.7328378267430901
Nuclear family,2021,55382391,596867,43.423265792919764,0.7209586116261506
Nuclear family,2023,56274786,628816,42.85125108006123,0.7114614232944645
Single person,1900,2137178,21310,13.2095378641468,1
Single person,1910,2548900,25415,12.51995215412533,0.9477963788655214
Single person,1920,3132896.99,30967,12.873054251122152,0.9745272229441176
Single person,1930,3928223.200000001,38914,13.21070475964552,1.000088337344631
Single person,1940,5468492,54686,15.826079281002672,1.1980797090530824
Single person,1950,7150017,36502,16.311137934821396,1.234800043920759
Single person,1960,10627282,106680,20.129018909013396,1.5238246118849763
Single person,1970,16178100,161781,25.498846270237557,1.930335983929179
Single person,1980,25469900,254699,31.654766565375986,2.3963568514605686
Single person,1990,31463194,299439,34.30788662606069,2.5972056690324368
Single person,2000,37569346,368523,35.61885703270073,2.6964498984765464
Single person,2006,42481203,418170,38.0602646258485,2.8812714734821494
Single person,2011,44583220,454565,38.77118685154427,2.9350903302057714
Single person,2016,45687942,452047,38.43953755447803,2.909983524768891
Single person,2021,48775077,469500,38.24271748471689,2.8950836795369583
Single person,2023,50822755,490270,38.699723088870336,2.9296803178791553
Small grandfamily,1900,557593,5560,3.446388577031584,1
Small grandfamily,1910,630138,6283,3.0951773747484124,0.898092976333599
Small grandfamily,1920,748442.55,7414,3.075345784030455,0.8923386656182826
Small grandfamily,1930,962651.6499999999,9536,3.237419588208635,0.939365807380044
Small grandfamily,1940,1201369,12453,3.4768197594033055,1.0088298755905036
Small grandfamily,1950,1422568,21742,3.24526541260853,0.9416423424324706
Small grandfamily,1960,1117125,11214,2.1159342763965037,0.6139569665760044
Small grandfamily,1970,1273100,12731,2.006575629192515,0.5822255919037438
Small grandfamily,1980,1539100,15391,1.9128403025049245,0.5550274612831025
Small grandfamily,1990,2317560,23799,2.5270983527321866,0.7332598446890185
Small grandfamily,2000,2954809,30449,2.8014040843281496,0.8128520686837445
Small grandfamily,2006,2833104,30607,2.5382682301287436,0.7365008829953192
Small grandfamily,2011,3337505,37521,2.902415527029301,0.84216142845076
Small grandfamily,2016,3484296,37292,2.93151149033847,0.8506038784702031
Small grandfamily,2021,3353268,35235,2.629172287612004,0.7628774959196684
Small grandfamily,2023,3387596,36713,2.5795340519608745,0.7484745246523125
Some roommates,1900,291217,2904,1.7999633105821033,1
Some roommates,1910,377651,3766,1.854985464693627,1.0305684864730547
Some roommates,1920,329608.17,3264,1.3543579209806997,0.7524364041302064
Some roommates,1930,338268.9,3351,1.1376060727073893,0.6320162561199598
Some roommates,1940,314457,3260,0.9100537062989682,0.5055956979504539
Some roommates,1950,315461,5258,0.719652538456439,0.399815115244602
Some roommates,1960,140565,1411,0.26624263315356345,0.14791558893912193
Some roommates,1970,170000,1700,0.26794270439299944,0.14886009221285043
Some roommates,1980,269200,2692,0.3345699496032264,0.18587598293602292
Some roommates,1990,426745,4169,0.4653284430766396,0.2585210711468078
Some roommates,2000,554847,5486,0.5260409901205867,0.2922509514654865
Some roommates,2006,575677,4661,0.5157673844362314,0.28654327641235844
Some roommates,2011,584104,4906,0.5079580462051511,0.28220466673894523
Some roommates,2016,679968,6115,0.5720908915495321,0.31783475151197355
Some roommates,2021,661374,5620,0.5185586694970702,0.2880940219439082
Some roommates,2023,750485,6185,0.5714676758934233,0.317488513534541
